"","date","state_name","employees","change_in_emp","Sector","Mob_res","Mob_ret_rec","Mob_res_SA","Mob_ret_SA","delta_Mob_res_SA","delta_Mob_ret_SA","stringency_index","delta_stringency_index"
"60",2020-02-29,"California","       848.8",0.00165211234363927,"Financial Activities",-1,4,2.87715345878611,6.10815001325205,NA,NA,8.33,5.55
"61",2020-02-29,"Colorado","       447.5",0.00134258223316186,"Professional and Business Services",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"62",2020-02-29,"Colorado","       179.3",-0.00333518621456363,"Construction",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"63",2020-02-29,"Colorado","        26.2",-0.0113207547169811,"Mining and Logging",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"64",2020-02-29,"Colorado","       111.7",0.000896057347670398,"Wholesale Trade",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"65",2020-02-29,"Colorado","       461.2",-0.000433463372345066,"Government",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"66",2020-02-29,"Colorado","       346.9",-0.00057620282339399,"Leisure and Hospitality",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"67",2020-02-29,"Colorado","       353.9",-0.0008469791078487,"Education and Health Services",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"68",2020-02-29,"Colorado","       151.6",0.00132100396301182,"Manufacturing",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"69",2020-02-29,"Colorado","        99.3",0.00201816347124129,"Transportation and Utilities",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"70",2020-02-29,"Colorado","       176.1",0.00170648464163814,"Financial Activities",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"71",2020-02-29,"Colorado","        78.0",0,"Information",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"72",2020-02-29,"Colorado","       271.6",-0.001470588235294,"Retail Trade",-1,5,2.56537900874636,9.45904452690167,NA,NA,5.56,5.56
"73",2020-02-29,"Connecticut","       351.6",0.00228050171037641,"Education and Health Services",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"74",2020-02-29,"Connecticut","        60.6",-0.00980392156862753,"Transportation and Utilities",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"75",2020-02-29,"Connecticut","       160.9",0.000621890547263693,"Manufacturing",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"76",2020-02-29,"Connecticut","        31.4",0,"Information",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"77",2020-02-29,"Connecticut","        58.9",0,"Wholesale Trade",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"78",2020-02-29,"Connecticut","       216.8",-0.0118505013673655,"Professional and Business Services",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"79",2020-02-29,"Connecticut","         0.6",0,"Mining and Logging",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"80",2020-02-29,"Connecticut","       173.7",-0.000575373993095596,"Retail Trade",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"81",2020-02-29,"Connecticut","        59.3",0.00850340136054428,"Construction",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"82",2020-02-29,"Connecticut","       158.2",0.00380710659898464,"Leisure and Hospitality",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"83",2020-02-29,"Connecticut","       235.8",-0.00169348010160875,"Government",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"84",2020-02-29,"Connecticut","       122.8",-0.000813669650122084,"Financial Activities",-2,9,3.21773124834349,9.12282003710575,NA,NA,11.11,5.55
"85",2020-02-29,"Delaware","        52.8",0,"Leisure and Hospitality",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"86",2020-02-29,"Delaware","        18.5",0.00543478260869579,"Transportation and Utilities",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"87",2020-02-29,"Delaware","        64.6",0,"Professional and Business Services",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"88",2020-02-29,"Delaware","        27.0",-0.0109890109890111,"Manufacturing",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"89",2020-02-29,"Delaware","        67.4",0.00447093889716865,"Government",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"90",2020-02-29,"Delaware","         3.9",0,"Information",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"91",2020-02-29,"Delaware","        11.1",0,"Wholesale Trade",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"92",2020-02-29,"Delaware","        81.7",0.00368550368550369,"Education and Health Services",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"93",2020-02-29,"Delaware","        51.2",0,"Retail Trade",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"94",2020-02-29,"Delaware","        47.7",-0.00209205020920489,"Financial Activities",-1,12,3.53605221309303,11.6250132520541,NA,NA,8.33,2.77
"95",2020-02-29,"District of Columbia","       238.1",0,"Government",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"96",2020-02-29,"District of Columbia","         1.2",-0.076923076923077,"Manufacturing",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"97",2020-02-29,"District of Columbia","         4.8",-0.0204081632653063,"Transportation and Utilities",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"98",2020-02-29,"District of Columbia","        20.7",0.00485436893203883,"Information",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"99",2020-02-29,"District of Columbia","       174.5",0.000573394495412716,"Professional and Business Services",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"100",2020-02-29,"District of Columbia","        82.3",-0.00242424242424244,"Leisure and Hospitality",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"101",2020-02-29,"District of Columbia","        29.8",-0.00334448160535106,"Financial Activities",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"102",2020-02-29,"District of Columbia","         5.2",0,"Wholesale Trade",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"103",2020-02-29,"District of Columbia","       130.1",-0.00989345509893469,"Education and Health Services",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"104",2020-02-29,"District of Columbia","        23.1",-0.00431034482758608,"Retail Trade",-1,-6,7.61419294990724,-4.6487410548635,NA,NA,0,0
"105",2020-02-29,"Florida","       577.2",0.00330262471753873,"Construction",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"106",2020-02-29,"Florida","       603.9",0.00149253731343291,"Financial Activities",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"107",2020-02-29,"Florida","      1276.5",0.00125500039218762,"Leisure and Hospitality",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"108",2020-02-29,"Florida","       389.3",0.00077120822622101,"Manufacturing",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"109",2020-02-29,"Florida","      1132.6",-0.000705840832892379,"Government",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"110",2020-02-29,"Florida","       138.6",-0.000720980533525539,"Information",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"111",2020-02-29,"Florida","      1408.2",0.00342026507054283,"Professional and Business Services",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"112",2020-02-29,"Florida","      1368.9",0.00300410316529898,"Education and Health Services",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"113",2020-02-29,"Florida","       357.6",-0.00278862242052424,"Transportation and Utilities",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"114",2020-02-29,"Florida","       355.8",0.00112549240292648,"Wholesale Trade",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"115",2020-02-29,"Florida","      1104.1",-0.00279985549132955,"Retail Trade",-2,6,1.23258680095415,7.52821362311158,NA,NA,5.56,5.56
"116",2020-02-29,"Georgia","       693.7",-0.000432276657060471,"Government",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"117",2020-02-29,"Georgia","       730.1",-0.000410733844468769,"Professional and Business Services",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"118",2020-02-29,"Georgia","       616.9",0.000973551841635611,"Education and Health Services",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"119",2020-02-29,"Georgia","       496.3",0.000604838709677535,"Retail Trade",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"120",2020-02-29,"Georgia","         9.6",0.0105263157894737,"Mining and Logging",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"121",2020-02-29,"Georgia","       238.3",-0.00251151109250725,"Transportation and Utilities",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"122",2020-02-29,"Georgia","       404.5",0.000494682166707783,"Manufacturing",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"123",2020-02-29,"Georgia","       255.0",0.00196463654223966,"Financial Activities",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"124",2020-02-29,"Georgia","       120.1",0.0126475548060709,"Information",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"125",2020-02-29,"Georgia","       508.2",0.00216919739696309,"Leisure and Hospitality",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"126",2020-02-29,"Georgia","       217.1",0.000460829493087456,"Wholesale Trade",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"127",2020-02-29,"Georgia","       208.3",0.00192400192400188,"Construction",-3,13,1.12071296050888,13.8043864298966,NA,NA,0,0
"128",2020-02-29,"Hawaii","       127.0",0.00236779794790842,"Government",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"129",2020-02-29,"Hawaii","        36.5",-0.00544959128065403,"Transportation and Utilities",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"130",2020-02-29,"Hawaii","        74.8",-0.00266666666666671,"Professional and Business Services",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"131",2020-02-29,"Hawaii","         9.7",0.102272727272727,"Information",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"132",2020-02-29,"Hawaii","       127.6",0,"Leisure and Hospitality",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"133",2020-02-29,"Hawaii","        18.0",-0.00552486187845314,"Wholesale Trade",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"134",2020-02-29,"Hawaii","        30.0",0,"Financial Activities",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"135",2020-02-29,"Hawaii","        71.3",-0.00418994413407814,"Retail Trade",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"136",2020-02-29,"Hawaii","        88.0",-0.00339750849377118,"Education and Health Services",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"137",2020-02-29,"Hawaii","        13.7",-0.00724637681159435,"Manufacturing",0,1,3.46839385104691,1.51920222634508,NA,NA,11.11,5.55
"138",2020-02-29,"Idaho","        27.1",-0.010948905109489,"Transportation and Utilities",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"139",2020-02-29,"Idaho","        31.4",0,"Wholesale Trade",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"140",2020-02-29,"Idaho","         8.0",0,"Information",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"141",2020-02-29,"Idaho","        55.0",0.00364963503649651,"Construction",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"142",2020-02-29,"Idaho","         3.8",0,"Mining and Logging",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"143",2020-02-29,"Idaho","        69.1",0.00144927536231876,"Manufacturing",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"144",2020-02-29,"Idaho","        84.8",0.00355029585798805,"Leisure and Hospitality",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"145",2020-02-29,"Idaho","        37.2",0.00269541778975735,"Financial Activities",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"146",2020-02-29,"Idaho","        99.8",0.0030150753768845,"Professional and Business Services",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"147",2020-02-29,"Idaho","       127.3",0,"Government",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"148",2020-02-29,"Idaho","        88.6",0.0022624434389138,"Retail Trade",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"149",2020-02-29,"Idaho","       114.5",0,"Education and Health Services",-2,10,0.525927643784787,15.9263980917042,NA,NA,0,0
"150",2020-02-29,"Illinois","       293.9",-0.000340136054421847,"Wholesale Trade",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"151",2020-02-29,"Illinois","       946.5",-0.00179287070238354,"Professional and Business Services",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"152",2020-02-29,"Illinois","       629.9",0.00174936386768443,"Leisure and Hospitality",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"153",2020-02-29,"Illinois","         7.7",0,"Mining and Logging",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"154",2020-02-29,"Illinois","       827.7",-0.0107565435640015,"Government",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"155",2020-02-29,"Illinois","       414.9",0.00169000482858528,"Financial Activities",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"156",2020-02-29,"Illinois","       228.1",-0.00610021786492376,"Construction",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"157",2020-02-29,"Illinois","       949.8",0.00115948139559396,"Education and Health Services",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"158",2020-02-29,"Illinois","        93.7",0,"Information",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"159",2020-02-29,"Illinois","       586.4",0.0017082336863683,"Retail Trade",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"160",2020-02-29,"Illinois","       580.6",-0.000172205958326233,"Manufacturing",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"161",2020-02-29,"Illinois","       325.9",-0.00275397796817634,"Transportation and Utilities",-3,14,2.4409488470713,14.6549761463027,NA,NA,5.56,2.78
"162",2020-02-29,"Indiana","       481.5",-0.00537079115885153,"Education and Health Services",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"163",2020-02-29,"Indiana","       314.2",-0.00412044374009513,"Retail Trade",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"164",2020-02-29,"Indiana","        28.4",0,"Information",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"165",2020-02-29,"Indiana","       123.1",0.000813008130081228,"Wholesale Trade",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"166",2020-02-29,"Indiana","       428.4",0.00116849731245616,"Government",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"167",2020-02-29,"Indiana","       347.4",0.0011527377521614,"Professional and Business Services",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"168",2020-02-29,"Indiana","       143.5",0.00349650349650354,"Financial Activities",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"169",2020-02-29,"Indiana","       315.6",-0.00126582278481002,"Leisure and Hospitality",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"170",2020-02-29,"Indiana","       149.1",0.0026899798251514,"Construction",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"171",2020-02-29,"Indiana","       161.8",0.00872817955112226,"Transportation and Utilities",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"172",2020-02-29,"Indiana","       536.0",-0.00167628981188295,"Manufacturing",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"173",2020-02-29,"Indiana","         6.0",-0.0322580645161291,"Mining and Logging",-3,18,1.42711370262391,18.0082162735224,NA,NA,5.56,5.56
"174",2020-02-29,"Iowa","       140.0",-0.00213827512473275,"Professional and Business Services",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"175",2020-02-29,"Iowa","        79.6",-0.0124069478908189,"Construction",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"176",2020-02-29,"Iowa","       174.7",-0.00114351057747297,"Retail Trade",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"177",2020-02-29,"Iowa","        66.4",-0.00150375939849612,"Wholesale Trade",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"178",2020-02-29,"Iowa","       237.3",0.00295857988165693,"Education and Health Services",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"179",2020-02-29,"Iowa","        68.7",-0.0157593123209169,"Transportation and Utilities",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"180",2020-02-29,"Iowa","       263.4",-0.00227272727272732,"Government",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"181",2020-02-29,"Iowa","       224.2",-0.000445831475702319,"Manufacturing",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"182",2020-02-29,"Iowa","       145.2",0.00207039337474102,"Leisure and Hospitality",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"183",2020-02-29,"Iowa","        20.5",-0.0096618357487922,"Information",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"184",2020-02-29,"Iowa","         2.3",-0.0416666666666667,"Mining and Logging",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"185",2020-02-29,"Iowa","       110.3",0.00181653042688468,"Financial Activities",-3,14,0.591339782666313,17.4146435197456,NA,NA,0,0
"186",2020-02-29,"Kansas","       142.1",0.00140944326990833,"Retail Trade",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"187",2020-02-29,"Kansas","       205.2",0.00146412884333813,"Education and Health Services",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"188",2020-02-29,"Kansas","       130.9",0.00153022188217311,"Leisure and Hospitality",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"189",2020-02-29,"Kansas","        67.3",-0.00148367952522266,"Transportation and Utilities",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"190",2020-02-29,"Kansas","       170.4",-0.00641399416909616,"Manufacturing",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"191",2020-02-29,"Kansas","        57.7",0,"Wholesale Trade",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"192",2020-02-29,"Kansas","       175.7",-0.00283768444948918,"Professional and Business Services",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"193",2020-02-29,"Kansas","         6.5",-0.0151515151515151,"Mining and Logging",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
"194",2020-02-29,"Kansas","       260.1",-0.00649350649350644,"Government",-3,11,0.431652531142327,16.9583156639279,NA,NA,0,0
